Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
forecast for home prices,16,16,40,75,2.08,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.07,206,"3, 100, 3, 6, 3, 6, 6, 3, 0, 3, 3, 3",2026-08-21,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
florida property market,23,23,90,43,1.27,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0.19,133,"66, 66, 33, 52, 66, 42, 33, 33, 42, 52, 23, 19",2026-09-09,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
whats an arv,40,40,40,7,0.21,https://www.housecanary.com/blog/arv,0,0,0.00,0.03,131,"11, 11, 11, 11, 100, 23, 11, 17, 17, 11, 5, 5",2026-09-01,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
whats an arv,49,49,40,7,0.21,https://www.housecanary.com/blog/arv,0,0,0.00,0.03,131,"11, 11, 11, 11, 100, 23, 11, 17, 17, 11, 5, 5",2026-09-01,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate investment data,15,15,70,23,4.68,https://www.housecanary.com/solutions/investment-insights,0,0,0.00,0.17,135,"7, 19, 100, 100, 11, 7, 7, 7, 7, 7, 15, 19",2026-07-29,"Reviews, Video, Related searches, AI overview",informational,Organic
my house valuation,21,33,480,80,3.16,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.65,140,"16, 100, 10, 10, 13, 20, 13, 10, 20, 16, 20, 13",2026-09-21,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
comparison market analysis,10,10,70,26,3.83,https://www.housecanary.com/blog/comparative-market-analysis-tool,0,0,0.00,0.49,126,"27, 100, 100, 100, 63, 81, 45, 45, 27, 63, 45, 45",2026-08-08,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
omnichannel for mortgage,86,86,90,11,0.00,https://www.housecanary.com/industries/mortgage-lenders,0,0,0.00,0.33,141,"11, 52, 52, 52, 64, 82, 82, 100, 64, 52, 29, 29",2026-09-05,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
how do i find the property value of my home,59,59,50,74,3.43,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.67,134,"100, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0",2026-08-13,"Video, People also ask, Related searches, AI overview",informational,Organic
which property is illustrated by the following statement,48,48,140,16,0.00,https://www.housecanary.com/products/property-explorer,0,0,0.00,0.33,221,"66, 29, 14, 29, 43, 81, 18, 22, 18, 22, 18, 14",2026-08-05,"Reviews, Video, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
real estate bulk data,11,11,40,1,0.00,https://www.housecanary.com/products/bulk-property-data,0,0,0.00,0,136,"40, 100, 100, 80, 100, 100, 100, 40, 40, 60, 60, 60",2026-08-17,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
google lsa for real estate,42,42,50,26,0.00,https://www.housecanary.com/google,0,0,0.00,0,110,"11, 77, 100, 77, 77, 77, 77, 55, 33, 33, 44, 22",2026-08-05,"Sitelinks, Video, Related searches, AI overview",informational,Organic
what is a cap rate for real estate,9,9,90,40,0.13,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.37,136,"30, 0, 0, 0, 0, 0, 0, 3, 0, 0, 7, 0",2026-09-02,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
find house values,54,54,50,76,2.62,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.53,140,"64, 50, 35, 28, 28, 14, 28, 35, 50, 64, 50, 50",2026-09-11,"Video, People also ask, Related searches, AI overview",informational,Organic
rental yields,25,25,50,31,3.52,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.01,122,"50, 50, 21, 21, 14, 14, 28, 14, 50, 50, 28, 64",2026-09-12,"Video, People also ask, Related searches, AI overview",informational,Organic
software real estate investment,8,8,30,49,13.08,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.04,118,"33, 44, 100, 77, 33, 55, 22, 22, 33, 11, 11, 11",2026-08-25,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
next housing collapse,33,33,70,39,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.03,123,"41, 52, 41, 52, 52, 64, 64, 41, 41, 41, 23, 29",2026-09-09,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
are we in a housing bubble 2025,29,29,40,33,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.33,134,"35, 28, 35, 28, 14, 78, 14, 14, 14, 14, 14, 14",2026-08-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
best real estate lead generator,46,46,140,31,24.26,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.43,160,"26, 80, 80, 65, 34, 42, 26, 42, 53, 42, 42, 42",2026-08-03,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
free cma real estate tool,18,18,140,12,3.70,https://www.housecanary.com/blog/comparative-market-analysis-tool,0,0,0.00,0.81,126,"34, 65, 65, 34, 42, 65, 53, 53, 53, 65, 42, 42",2026-09-04,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how to find current home value,71,71,30,75,2.14,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.53,133,"0, 2, 0, 2, 0, 2, 2, 0, 0, 0, 1, 3",2026-08-19,"Video, People also ask, Related searches, AI overview",informational,Organic
how to generate listing leads,11,11,40,36,0.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0,129,"22, 44, 77, 33, 22, 44, 100, 55, 33, 33, 33, 33",2026-09-07,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is real estate asset management,1,1,140,31,1.02,https://www.housecanary.com/blog/real-estate-asset-management,0,0,0.00,0.04,123,"10, 10, 8, 10, 10, 8, 8, 10, 8, 13, 8, 10",2026-08-03,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
average home price florida 2025,9,9,50,54,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0,188,"0, 66, 100, 42, 9, 4, 14, 9, 0, 0, 0, 0",2026-08-05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",transactional,Organic
average home price florida 2025,40,40,50,54,0.00,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0,188,"0, 66, 100, 42, 9, 4, 14, 9, 0, 0, 0, 0",2026-08-05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",transactional,Organic
are single family mortgages assumable,27,27,70,51,0.00,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0,139,"0, 3, 3, 2, 1, 7, 2, 0, 0, 0, 0, 0",2026-09-05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
what's value of my home,59,59,110,77,3.25,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.62,138,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0",2026-09-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what's value of my home,60,60,110,77,3.25,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.62,138,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0",2026-09-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
house net worth,31,31,210,75,2.12,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.05,119,"100, 35, 43, 43, 28, 35, 43, 28, 28, 100, 35, 66",2026-09-14,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate cap rates,14,14,320,38,0.36,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.3,132,"25, 16, 8, 13, 16, 11, 13, 13, 11, 16, 11, 52",2026-08-26,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ai real estate showing scheduling software,8,8,90,3,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,125,"100, 0, 3, 0",2026-07-28,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
ai real estate lead generation platforms best practices,4,4,70,28,0.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0,67,"33, 100",2026-09-19,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,People also ask
best real estate lead services,25,25,50,28,31.96,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.26,99,"15, 15, 26, 19, 19, 26, 19, 19, 19, 19, 15, 15",2026-08-20,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
bay area housing market may 2026 trends,33,33,70,26,0.00,https://www.housecanary.com/blog/market-pulse-2026-may,0,0,0.00,0,126,"100, 0",2026-09-19,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
when did automated valuation models emerge,14,14,40,28,0.00,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0,102,"100, 18, 0",2026-09-13,"Sitelinks, Reviews, People also ask, AI overview",informational,Organic
when did automated valuation models emerge,84,84,40,28,0.00,https://www.housecanary.com/blog/avms-reshape-real-estate,0,0,0.00,0,102,"100, 18, 0",2026-09-13,"Sitelinks, Reviews, People also ask, AI overview",informational,Organic
ai property search,30,30,70,15,2.03,https://www.housecanary.com/,0,0,0.00,0.51,125,"28, 35, 64, 35, 64, 50, 35, 35, 50, 35, 35, 100",2026-08-09,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
is the housing market gonna crash,25,25,140,30,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.01,149,"28, 28, 17, 28, 28, 35, 35, 35, 35, 66, 35, 17",2026-08-14,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
home prices forecast 2026,18,18,70,49,3.39,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.07,122,"7, 14, 14, 14, 78, 78, 100, 78, 78, 78, 50, 28",2026-08-14,"Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
home prices forecast 2026,19,19,70,49,3.39,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.07,122,"7, 14, 14, 14, 78, 78, 100, 78, 78, 78, 50, 28",2026-08-14,"Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
housemaster crypto,62,62,40,41,0.00,https://www.housecanary.com/,0,0,0.00,0.33,42100,"0, 0, 0, 0, 100, 0, 0, 0, 0, 6, 6",2026-08-10,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
housemaster crypto,77,77,40,41,0.00,https://www.housecanary.com/,0,0,0.00,0.33,42100,"0, 0, 0, 0, 100, 0, 0, 0, 0, 6, 6",2026-08-10,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
property valued,26,26,90,79,2.33,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.38,137,"14, 14, 14, 23, 42, 42, 4, 33, 100, 66, 80, 66",2026-09-20,"Video, People also ask, Related searches, AI overview",informational,Organic
what is the value of a property,20,20,40,75,3.23,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.14,128,"0, 0, 9, 0, 0, 0, 14, 9, 52, 0, 0, 100",2026-08-15,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
when the housing market will crash,40,40,480,45,3.23,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.02,124,"13, 0, 20, 43, 29, 1, 2, 4, 0, 3, 2, 0",2026-08-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
florida real estate market predictions,1,1,140,34,0.00,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0.03,118,"53, 53, 53, 43, 23, 66, 28, 28, 28, 17, 17, 7",2026-08-11,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
florida real estate market predictions,24,24,140,34,0.00,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0.03,118,"53, 53, 53, 43, 23, 66, 28, 28, 28, 17, 17, 7",2026-08-11,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
house market forecast,22,22,170,58,1.84,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.15,138,"5, 11, 8, 5, 4, 5, 20, 3, 16, 5, 5, 5",2026-09-09,"Video, People also ask, Related searches, AI overview",informational,Organic
when are housing prices going to drop,34,34,210,41,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.03,137,"21, 11, 17, 11, 11, 11, 14, 9, 7, 17, 14, 100",2026-09-12,"Video, People also ask, Related searches, AI overview",transactional,Organic
best realtor lead generation,22,22,170,29,23.81,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.64,121,"28, 35, 28, 28, 28, 35, 35, 44, 18, 11, 11, 11",2026-08-08,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
is there going to be another housing crash,33,33,40,28,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.33,145,"5, 10, 12, 10, 7, 17, 10, 7, 5, 10, 7, 12",2026-08-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is arv real estate,31,31,590,22,0.14,https://www.housecanary.com/blog/arv,0,0,0.00,0.09,133,"81, 81, 81, 81, 45, 8, 5, 5, 6, 6, 4, 4",2026-09-17,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to find home worth,62,62,90,77,2.24,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.58,131,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0",2026-08-17,"Video, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
how to figure out arv,22,22,70,10,1.61,https://www.housecanary.com/blog/arv,0,0,0.00,0.43,128,"26, 26, 42, 53, 15, 15, 15, 7, 34, 15, 7, 11",2026-09-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
will real estate crash,37,37,70,36,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.33,120,"10, 10, 7, 5, 7, 5, 5, 5, 3, 7, 3, 5",2026-09-09,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
refiradar,52,52,50,13,0.54,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,1,106,"0, 0, 0, 0, 5, 0, 0, 100, 0, 0, 0, 0",2026-08-28,"Video, Related searches",commercial,Organic
is it how much is my house,52,52,40,76,0.00,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0,140,"100, 60",2026-09-20,"Video, People also ask, Related searches, AI overview",informational,Organic
what's my house worth now,40,40,70,77,3.59,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.66,138,"8, 13, 6, 5, 6, 3, 3, 3, 3, 3, 5, 1",2026-08-29,"Video, People also ask, Related searches",informational,Organic
va assumable home loans,25,25,40,50,4.42,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.36,107,"11, 11, 11, 22, 33, 55, 100, 100, 55, 55, 77, 55",2026-09-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
assumption loan agreement,48,48,110,32,1.23,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.18,128,"66, 52, 52, 66, 42, 33, 52, 52, 80, 42, 33, 33",2026-09-15,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
pro-forma cap rate,24,24,50,10,0.24,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.09,132,"36, 0, 0, 36, 9, 81, 81, 36, 45, 81, 100, 45",2026-08-01,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
best states to flip houses,50,50,50,25,1.31,https://www.housecanary.com/blog/fall-2025-home-flip-forecast-hottest-zip-codes-for-investors,0,0,0.00,0.15,124,"23, 23, 19, 23, 14, 23, 23, 14, 52, 14, 19, 14",2026-09-16,"Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
pro forma cap rate meaning,23,23,70,3,0.11,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.25,135,"23, 42, 42, 9, 42, 9, 19, 23, 33, 33, 33, 42",2026-08-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
